eps,x_min,iterations,calls
0.1,-0.0030030030030030463,1,1000
0.01,-0.0030030030030030463,1,1000
0.001,-0.0030030030030030463,1,1000
0.0001,-0.0030030030030030463,1,1000
1e-05,-0.0030030030030030463,1,1000
1e-06,-0.0030030030030030463,1,1000
1e-07,-0.0030030030030030463,1,1000
1e-08,-0.0030030030030030463,1,1000
