eps,x_min,iterations,calls
0.1,1.4688113677584884,10000,10003
0.01,1.4688113677584884,10000,10003
0.001,1.4688113677584884,10000,10003
0.0001,1.4688113677584884,10000,10003
1e-05,1.4688113677584884,10000,10003
1e-06,1.4688113677584884,10000,10003
1e-07,1.4688113677584884,10000,10003
1e-08,1.4688113677584884,10000,10003
