eps,x_min,iterations,calls
0.1,5.066602819208509e-13,18,21
0.01,5.066602819208509e-13,18,21
0.001,5.066602819208509e-13,18,21
0.0001,5.066602819208509e-13,18,21
1e-05,5.066602819208509e-13,18,21
1e-06,5.066602819208509e-13,18,21
1e-07,5.066602819208509e-13,18,21
1e-08,5.066602819208509e-13,18,21
