eps,x_min,iterations,calls
0.1,1.153153153153153,1,1000
0.01,1.153153153153153,1,1000
0.001,1.153153153153153,1,1000
0.0001,1.153153153153153,1,1000
1e-05,1.153153153153153,1,1000
1e-06,1.153153153153153,1,1000
1e-07,1.153153153153153,1,1000
1e-08,1.153153153153153,1,1000
