eps,x_min,iterations,calls
0.1,-0.29080015045054913,7,10
0.01,-0.29080015045054913,7,10
0.001,-0.29083931499584414,11,14
0.0001,-0.29083931499584414,11,14
1e-05,-0.29083931499584414,11,14
1e-06,-0.29083931499584414,11,14
1e-07,-0.29083931499584414,11,14
1e-08,-0.29083931499584414,11,14
