eps,x_min,iterations,calls
0.1,1.1102230246251565e-16,5,8
0.01,1.1102230246251565e-16,5,8
0.001,1.1102230246251565e-16,5,8
0.0001,1.1102230246251565e-16,5,8
1e-05,1.1102230246251565e-16,5,8
1e-06,1.1102230246251565e-16,5,8
1e-07,1.1102230246251565e-16,5,8
1e-08,1.1102230246251565e-16,5,8
