eps,x_min,iterations,calls
0.1,1.1668177012845953,9,11
0.01,1.154967913694345,14,16
0.001,1.154362167743352,19,21
0.0001,1.1545260279783345,24,26
1e-05,1.1545192216721945,28,30
1e-06,1.1545208284231192,33,35
1e-07,1.1545210228008957,38,40
1e-08,1.1545210358647748,43,45
